account_code,account_name,account_type,parent_code,normal_balance,active,is_permanent
5.1.04,HPP - Instrumen & Sensor,EXPENSE,5.1,DEBIT,true,false
5.1.05,HPP - Kabel & Accessories,EXPENSE,5.1,DEBIT,true,false
5.2,Biaya Proyek Langsung,EXPENSE,5,DEBIT,true,false
5.2.01,Biaya Material Proyek,EXPENSE,5.2,DEBIT,true,false
5.2.02,Biaya Tenaga Kerja Langsung,EXPENSE,5.2,DEBIT,true,false
5.2.03,Biaya Subkontraktor,EXPENSE,5.2,DEBIT,true,false
5.2.04,Biaya Sewa Alat Proyek,EXPENSE,5.2,DEBIT,true,false
5.2.05,Biaya Transportasi & Pengiriman,EXPENSE,5.2,DEBIT,true,false
5.2.06,Biaya Akomodasi & Perjalanan Dinas,EXPENSE,5.2,DEBIT,true,false
5.2.07,Biaya Testing & Komisioning,EXPENSE,5.2,DEBIT,true,false
5.2.08,Biaya Dokumen Proyek,EXPENSE,5.2,DEBIT,true,false
6,BEBAN OPERASIONAL,EXPENSE,,DEBIT,true,false
6.1,Beban Penjualan,EXPENSE,6,DEBIT,true,false
6.1.01,Biaya Tender & Estimasi,EXPENSE,6.1,DEBIT,true,false
6.1.02,Biaya Marketing & Promosi,EXPENSE,6.1,DEBIT,true,false
6.1.03,Biaya Entertainment Pelanggan,EXPENSE,6.1,DEBIT,true,false
6.1.04,Ongkos Kirim Penjualan,EXPENSE,6.1,DEBIT,true,false
6.2,Beban Umum & Administrasi,EXPENSE,6,DEBIT,true,false
6.2.01,Gaji & Tunjangan Staff,EXPENSE,6.2,DEBIT,true,false
6.2.02,BPJS Kesehatan - Perusahaan,EXPENSE,6.2,DEBIT,true,false
6.2.03,BPJS Ketenagakerjaan - Perusahaan,EXPENSE,6.2,DEBIT,true,false
6.2.04,Sewa Kantor & Gudang,EXPENSE,6.2,DEBIT,true,false
6.2.05,Listrik & Air,EXPENSE,6.2,DEBIT,true,false
6.2.06,Telepon & Internet,EXPENSE,6.2,DEBIT,true,false
6.2.07,Perlengkapan Kantor,EXPENSE,6.2,DEBIT,true,false
6.2.08,Biaya Administrasi Bank,EXPENSE,6.2,DEBIT,true,false
6.2.09,Biaya Asuransi,EXPENSE,6.2,DEBIT,true,false
6.2.10,Biaya Legal & Notaris,EXPENSE,6.2,DEBIT,true,false
6.2.11,Biaya Audit & Konsultan,EXPENSE,6.2,DEBIT,true,false
6.2.12,Biaya Perizinan & Sertifikasi,EXPENSE,6.2,DEBIT,true,false
6.3,Beban Penyusutan,EXPENSE,6,DEBIT,true,false
6.3.01,Penyusutan Kendaraan,EXPENSE,6.3,DEBIT,true,false
6.3.02,Penyusutan Komputer,EXPENSE,6.3,DEBIT,true,false
6.3.03,Penyusutan Peralatan Workshop,EXPENSE,6.3,DEBIT,true,false
6.3.04,Penyusutan Peralatan Ukur,EXPENSE,6.3,DEBIT,true,false
6.3.05,Penyusutan Furniture,EXPENSE,6.3,DEBIT,true,false
7,BEBAN LAIN-LAIN,EXPENSE,,DEBIT,true,false
7.1,Beban Non-Operasional,EXPENSE,7,DEBIT,true,false
7.1.01,Beban Bunga Pinjaman,EXPENSE,7.1,DEBIT,true,false
7.1.02,Kerugian Selisih Kurs,EXPENSE,7.1,DEBIT,true,false
7.1.03,Beban Denda & Penalti,EXPENSE,7.1,DEBIT,true,false
7.1.04,Beban Pajak Final,EXPENSE,7.1,DEBIT,true,false
7.1.05,Beban Lainnya,EXPENSE,7.1,DEBIT,true,false
